"","searchText","label","alias","description","uri","methodSitelinks","methodSitelinksResult","methodB","methodBResult","methodCMatch","methodCResult","methodC"
"19","Adult cats","Adult cat flea (Siphonaptera: Pulicidae) excretion of host blood proteins in relation to larval nutrition.",NA,"scientific article published in March 1994","http://www.wikidata.org/entity/Q43041232",FALSE,NA,FALSE,NA,1,"Q43041232",TRUE
"20","Adult cats","act","adult cataract","genetic element in the species Mus musculus","http://www.wikidata.org/entity/Q18247381",FALSE,NA,FALSE,NA,1,NA,FALSE
"21","Adult cats","Adult cattle vaccination and revaccination with strain 19 reduced doses for the control of brucellosis: a field experience in Mexico.",NA,"scientific article published in December 1985","http://www.wikidata.org/entity/Q43210551",FALSE,NA,FALSE,NA,1,NA,FALSE
"22","affectionate behavior","Affectionate Behavior in Adult Platonic Friendships Interpreting and Evaluating Expectancy Violations",NA,NA,"http://www.wikidata.org/entity/Q60305043",FALSE,NA,FALSE,NA,1,"Q60305043",TRUE
"23","African wildcat","Felis silvestris lybica","African wildcat","subspecies of mammal","http://www.wikidata.org/entity/Q42576",TRUE,"Q42576",FALSE,NA,6,"Q42576",TRUE
"24","African wildcat","Felis lybica","African wildcat","species of mammal","http://www.wikidata.org/entity/Q47482585",FALSE,NA,FALSE,NA,1,NA,FALSE
"25","African wildcats","Felis silvestris lybica","African wildcat","subspecies of mammal","http://www.wikidata.org/entity/Q42576",TRUE,"Q42576",FALSE,NA,6,"Q42576",TRUE
"26","African wildcats","Felis lybica","African wildcat","species of mammal","http://www.wikidata.org/entity/Q47482585",FALSE,NA,FALSE,NA,1,NA,FALSE
"27","agricultural land","agricultural land",NA,"land used for agricultural purposes","http://www.wikidata.org/entity/Q3395383",FALSE,NA,FALSE,NA,11,"Q3395383",TRUE
"28","agricultural land","agricultural soil","agricultural land",NA,"http://www.wikidata.org/entity/Q29346438",FALSE,NA,FALSE,NA,4,NA,FALSE
"29","agricultural land","Agricultural landscape simplification and insecticide use in the Midwestern United States",NA,"scientific article","http://www.wikidata.org/entity/Q35105083",FALSE,NA,FALSE,NA,1,NA,FALSE
"30","agricultural land","Agricultural landscapes with organic crops support higher pollinator diversity",NA,"article","http://www.wikidata.org/entity/Q57002041",FALSE,NA,FALSE,NA,1,NA,FALSE
"31","agricultural land","Agricultural land abandonment and natural forest re-growth in the Swiss mountains: A spatially explicit economic analysis",NA,"article","http://www.wikidata.org/entity/Q57060357",FALSE,NA,FALSE,NA,1,NA,FALSE
"32","agricultural land","Agricultural landscape simplification reduces natural pest control: A quantitative synthesis",NA,"article","http://www.wikidata.org/entity/Q57025672",FALSE,NA,FALSE,NA,1,NA,FALSE
"33","agricultural land","Agricultural lands as ecological traps for grizzly bears",NA,NA,"http://www.wikidata.org/entity/Q57270748",FALSE,NA,FALSE,NA,1,NA,FALSE
"34","agricultural land","Agricultural landscape simplification does not consistently drive insecticide use.",NA,"scientific article published on 03 September 2013","http://www.wikidata.org/entity/Q37191918",FALSE,NA,FALSE,NA,1,NA,FALSE
"35","agricultural land","Agricultural lands are hot-spots for annual runoff polluting the southern Great Barrier Reef lagoon.",NA,"scientific article published on 20 March 2009","http://www.wikidata.org/entity/Q51130094",FALSE,NA,FALSE,NA,1,NA,FALSE
"36","agricultural land","Agricultural landscape change in China's Yangtze Delta, 1942–2002: A case study",NA,"article","http://www.wikidata.org/entity/Q57143449",FALSE,NA,FALSE,NA,1,NA,FALSE
"37","agricultural practices","Agricultural practices altered soybean seed protein, oil, fatty acids, sugars, and minerals in the Midsouth USA.",NA,"scientific article","http://www.wikidata.org/entity/Q38901230",FALSE,NA,FALSE,NA,1,"Q38901230",TRUE
"38","agricultural practices","Agricultural practices to improve nitrogen use efficiency through the use of arbuscular mycorrhizae: Basic and agronomic aspects.",NA,"scientific article","http://www.wikidata.org/entity/Q46296859",FALSE,NA,FALSE,NA,1,NA,FALSE
"39","agricultural practices","Agricultural practices in grasslands detected by spatial remote sensing.",NA,"scientific article published on 3 September 2014","http://www.wikidata.org/entity/Q43855150",FALSE,NA,FALSE,NA,1,NA,FALSE
"40","agricultural practices","Agricultural practices influence flow regimes of headwater streams in western Iowa.",NA,"scientific article published on 9 August 2005","http://www.wikidata.org/entity/Q39528442",FALSE,NA,FALSE,NA,1,NA,FALSE
"41","agricultural practices","Agricultural practices affect arthritis.",NA,"scientific article published in January 1991","http://www.wikidata.org/entity/Q46607729",FALSE,NA,FALSE,NA,1,NA,FALSE
"42","agricultural practices","Agricultural practices indirectly influence plant productivity and ecosystem services through effects on soil biota.",NA,"scientific article published in January 2014","http://www.wikidata.org/entity/Q46953938",FALSE,NA,FALSE,NA,1,NA,FALSE
"43","agricultural practices","Agricultural practices and residual corn during spring crane and waterfowl migration in Nebraska",NA,"article","http://www.wikidata.org/entity/Q59849614",FALSE,NA,FALSE,NA,1,NA,FALSE
"44","agricultural practices","Agricultural Practices Influence Contamination and Survival in Pre-harvest Tomato Production",NA,NA,"http://www.wikidata.org/entity/Q58553886",FALSE,NA,FALSE,NA,1,NA,FALSE
"45","agricultural practices","Agricultural practices for food safety threaten pest control services for fresh produce",NA,"article","http://www.wikidata.org/entity/Q60463434",FALSE,NA,FALSE,NA,1,NA,FALSE
"46","agricultural practices","Agricultural practices and geostatistical evaluation of nitrate pollution of groundwater in the Júcar River Basin District, Spain",NA,"article","http://www.wikidata.org/entity/Q57853203",FALSE,NA,FALSE,NA,1,NA,FALSE
"47","air currents","air current",NA,"movement of air through a region of space, indoors or outdoors","http://www.wikidata.org/entity/Q459428",FALSE,NA,FALSE,NA,1,NA,FALSE
"48","air currents","air current",NA,"type of concentrated air flow within Earth's atmosphere","http://www.wikidata.org/entity/Q4698318",FALSE,NA,FALSE,NA,4,"Q4698318",TRUE
"49","air currents","Air Current Applied to the Face Improves Exercise Performance in Patients with COPD.",NA,"scientific article published on 09 August 2015","http://www.wikidata.org/entity/Q37200726",FALSE,NA,FALSE,NA,1,NA,FALSE
"50","air currents","air current sensor",NA,NA,"http://www.wikidata.org/entity/Q1875854",FALSE,NA,FALSE,NA,1,NA,FALSE
"51","air currents","Air currents in the upper respiratory tract and their clinical importance",NA,"scientific article published on 01 January 1952","http://www.wikidata.org/entity/Q74026248",FALSE,NA,FALSE,NA,1,NA,FALSE
"52","air currents","Air currents in the upper respiratory tract and their clinical importance",NA,"scientific article published on 01 June 1951","http://www.wikidata.org/entity/Q75791668",FALSE,NA,FALSE,NA,1,NA,FALSE
"53","aluminum foil","aluminium foil","aluminum foil","thin, flexible sheets of aluminium, used for wrapping food, and other purposes","http://www.wikidata.org/entity/Q447349",FALSE,NA,FALSE,NA,13,"Q447349",TRUE
"54","aluminum foil","Aluminum foil treatment combined with basic fibroblast growth factor (bFGF) for gangrene of the fingertip caused by collagen disease.",NA,"scientific article published in January 2005","http://www.wikidata.org/entity/Q51312154",FALSE,NA,FALSE,NA,1,NA,FALSE
"55","aluminum foil","Aluminum foil instead of glass plates for thin-layer chromatography in radioenzymic assay",NA,"scientific article published on 01 February 1981","http://www.wikidata.org/entity/Q67265303",FALSE,NA,FALSE,NA,1,NA,FALSE
"56","aluminum foil","Aluminum foil molds for cryostat blocks",NA,"scientific article published on 01 January 1987","http://www.wikidata.org/entity/Q69044508",FALSE,NA,FALSE,NA,1,NA,FALSE
"57","aluminum foil","Aluminum foil wrapping of vein graft for ease of handling during grafting procedures",NA,"scientific article published on 01 August 1978","http://www.wikidata.org/entity/Q67374337",FALSE,NA,FALSE,NA,1,NA,FALSE
"58","aluminum foil","Aluminum foil pouch packaging in pre-measured amalgam capsules",NA,"scientific article published on 01 February 1983","http://www.wikidata.org/entity/Q70896525",FALSE,NA,FALSE,NA,1,NA,FALSE
"59","aluminum foil","Aluminum foil boats for paraffin casting",NA,"scientific article published on 01 March 1955","http://www.wikidata.org/entity/Q78604833",FALSE,NA,FALSE,NA,1,NA,FALSE
"60","aluminum foil","Aluminum foil as a dressing for burns",NA,"scientific article published on 01 December 1949","http://www.wikidata.org/entity/Q80657563",FALSE,NA,FALSE,NA,1,NA,FALSE
"61","anatomical feature","anatomical structure","anatomical feature","entity with a single connected inherent 3D shape that's created by coordinated expression of the organism's own DNA","http://www.wikidata.org/entity/Q4936952",FALSE,NA,FALSE,NA,2,"Q4936952",TRUE
"62","anatomical feature","anatomical feature",NA,NA,"http://www.wikidata.org/entity/Q66502898",FALSE,NA,FALSE,NA,1,NA,FALSE
"63","anatomical feature","Anatomical features of pepper plants (Capsicum annuum L.) grown under red light-emitting diodes supplemented with blue or far-red light.",NA,"scientific article published in March 1997","http://www.wikidata.org/entity/Q50530006",FALSE,NA,FALSE,NA,1,NA,FALSE
"64","anatomical feature","Anatomical features of the developing brain implicated in pathogenesis of hypoxic-ischemic injury.",NA,"scientific article","http://www.wikidata.org/entity/Q35246182",FALSE,NA,FALSE,NA,1,NA,FALSE
"65","anatomical feature","Anatomical features of anti-viral immunity in the respiratory tract.",NA,"scientific article published on June 2004","http://www.wikidata.org/entity/Q35766269",FALSE,NA,FALSE,NA,1,NA,FALSE
"66","anatomical feature","Anatomical features and physiological properties of central serotonin neurons.",NA,"scientific article published in March 1985","http://www.wikidata.org/entity/Q44393226",FALSE,NA,FALSE,NA,1,NA,FALSE
"67","anatomical feature","Anatomical features associated with water transport in imperforate tracheary elements of vessel-bearing angiosperms.",NA,"scientific article published on 8 March 2011","http://www.wikidata.org/entity/Q41616233",FALSE,NA,FALSE,NA,1,NA,FALSE
"68","anatomical feature","Anatomical Features and Cell-Cell Interactions in the Human Limbal Epithelial Stem Cell Niche.",NA,"scientific article published on 2 May 2016","http://www.wikidata.org/entity/Q38827164",FALSE,NA,FALSE,NA,1,NA,FALSE
"69","anatomical feature","Anatomical feature of the middle cranial fossa in fetal periods: Possible etiology of superior canal dehiscence syndrome",NA,"journal article; published in Acta Oto-Laryngologica in 2012","http://www.wikidata.org/entity/Q58082839",FALSE,NA,FALSE,NA,1,NA,FALSE
"70","anatomical feature","Anatomical features and ultrastructure of Deschampsia antarctica (Poaceae) leaves from different growing habitats.",NA,"scientific article","http://www.wikidata.org/entity/Q33223203",FALSE,NA,FALSE,NA,1,NA,FALSE
"71","ancient Egypt","Ancient Egypt",NA,"ancient civilization of Northeastern Africa","http://www.wikidata.org/entity/Q11768",TRUE,"Q11768",FALSE,NA,21,"Q11768",TRUE
"72","ancient Egypt","Ancient Egypt",NA,"British magazine","http://www.wikidata.org/entity/Q4752826",FALSE,NA,FALSE,NA,2,NA,FALSE
"73","ancient Egypt","Ancient Egypt",NA,"book by George Rawlinson","http://www.wikidata.org/entity/Q19041703",FALSE,NA,FALSE,NA,0,NA,FALSE
"74","ancient Egypt","Ancient Egypt",NA,"Chicago :Field Museum of Natural History,[198-] | Field Museum of Natural History Library","http://www.wikidata.org/entity/Q51414316",FALSE,NA,FALSE,NA,1,NA,FALSE
"75","ancient Egypt","Ancient Egypt",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q59076980",FALSE,NA,FALSE,NA,1,NA,FALSE
"76","ancient Egypt","Ancient Egypt",NA,"journal article; published in Nature on 1973-5","http://www.wikidata.org/entity/Q71902246",FALSE,NA,FALSE,NA,1,NA,FALSE
"77","ancient Egypt","Ancient Egyptian deity",NA,"gods and goddesses worshipped in ancient Egypt","http://www.wikidata.org/entity/Q146083",FALSE,NA,FALSE,NA,8,NA,FALSE
"78","ancient Egypt","Egyptian","ancient Egyptian language","language spoken in ancient Egypt, branch of the Afro-Asiatic languages","http://www.wikidata.org/entity/Q50868",TRUE,"Q50868",FALSE,NA,16,NA,FALSE
"79","ancient Egypt","religion of ancient Egypt","ancient Egyptian religion","complex system of polytheistic beliefs and rituals which were an integral part of ancient Egyptian society.","http://www.wikidata.org/entity/Q447131",FALSE,NA,FALSE,NA,8,NA,FALSE
"80","ancient Greek","Ancient Greek",NA,"version of the Greek language used from roughly the 9th century BCE to the 6th century CE","http://www.wikidata.org/entity/Q35497",FALSE,NA,FALSE,NA,19,"Q35497",TRUE
"81","ancient Greek","Template:Lang-grc","Ancient Greek","Wikimedia template","http://www.wikidata.org/entity/Q6167536",FALSE,NA,FALSE,NA,1,NA,FALSE
"82","ancient Greek","Template:Grc icon","Ancient Greek","Wikimedia template","http://www.wikidata.org/entity/Q8141026",FALSE,NA,FALSE,NA,1,NA,FALSE
"83","ancient Greek","Greek mythology","ancient Greek mythology","body of myths and teachings of the ancient Greeks","http://www.wikidata.org/entity/Q34726",FALSE,NA,FALSE,NA,18,NA,FALSE
"84","ancient Greek","religion in ancient Greece","Ancient Greek religion","collection of ancient Greek beliefs, rituals, and mythology","http://www.wikidata.org/entity/Q855270",FALSE,NA,FALSE,NA,12,NA,FALSE
"85","ancient Greek","ancient Greek temple",NA,"structures built to house deity statues within Greek sanctuaries","http://www.wikidata.org/entity/Q267596",FALSE,NA,FALSE,NA,8,NA,FALSE
"86","ancient Greek","ancient Greek architecture",NA,NA,"http://www.wikidata.org/entity/Q331273",FALSE,NA,FALSE,NA,8,NA,FALSE
"87","ancient Greek","ancient Greek art",NA,NA,"http://www.wikidata.org/entity/Q1747618",FALSE,NA,FALSE,NA,10,NA,FALSE
"88","ancient Greek","Ancient Greek philosophy",NA,"philosophical origins and foundation of western civilization","http://www.wikidata.org/entity/Q999259",FALSE,NA,FALSE,NA,10,NA,FALSE
"89","ancient Greek","Ancient Greek literature",NA,"literature written in Ancient Greek language","http://www.wikidata.org/entity/Q657246",TRUE,"Q657246",FALSE,NA,8,NA,FALSE
"90","ancient Greek literature","Ancient Greek literature",NA,"literature written in Ancient Greek language","http://www.wikidata.org/entity/Q657246",TRUE,"Q657246",FALSE,NA,8,"Q657246",TRUE
"91","ancient Greek literature","Ancient Greek Literature. K. J. Dover , E. L. Bowie , Jasper Griffin , M. L. West",NA,NA,"http://www.wikidata.org/entity/Q59723265",FALSE,NA,FALSE,NA,1,NA,FALSE
"92","ancient Greek word","ancient Greek word",NA,"word use by ancient Greek speakers","http://www.wikidata.org/entity/Q78612105",FALSE,NA,FALSE,NA,1,"Q78612105",TRUE
"93","Ancient Greeks","Ancient Greek",NA,"version of the Greek language used from roughly the 9th century BCE to the 6th century CE","http://www.wikidata.org/entity/Q35497",FALSE,NA,FALSE,NA,19,"Q35497",TRUE
"94","Ancient Greeks","Template:Lang-grc","Ancient Greek","Wikimedia template","http://www.wikidata.org/entity/Q6167536",FALSE,NA,FALSE,NA,1,NA,FALSE
"95","Ancient Greeks","Template:Grc icon","Ancient Greek","Wikimedia template","http://www.wikidata.org/entity/Q8141026",FALSE,NA,FALSE,NA,1,NA,FALSE
"96","Ancient Greeks","Greek mythology","ancient Greek mythology","body of myths and teachings of the ancient Greeks","http://www.wikidata.org/entity/Q34726",FALSE,NA,FALSE,NA,18,NA,FALSE
"97","Ancient Greeks","religion in ancient Greece","Ancient Greek religion","collection of ancient Greek beliefs, rituals, and mythology","http://www.wikidata.org/entity/Q855270",FALSE,NA,FALSE,NA,12,NA,FALSE
"98","Ancient Greeks","ancient Greek temple",NA,"structures built to house deity statues within Greek sanctuaries","http://www.wikidata.org/entity/Q267596",FALSE,NA,FALSE,NA,8,NA,FALSE
"99","Ancient Greeks","ancient Greek architecture",NA,NA,"http://www.wikidata.org/entity/Q331273",FALSE,NA,FALSE,NA,8,NA,FALSE
"100","Ancient Greeks","ancient Greek art",NA,NA,"http://www.wikidata.org/entity/Q1747618",FALSE,NA,FALSE,NA,10,NA,FALSE
"101","Ancient Greeks","Ancient Greek philosophy",NA,"philosophical origins and foundation of western civilization","http://www.wikidata.org/entity/Q999259",FALSE,NA,FALSE,NA,10,NA,FALSE
"102","Ancient Greeks","Ancient Greek literature",NA,"literature written in Ancient Greek language","http://www.wikidata.org/entity/Q657246",TRUE,"Q657246",FALSE,NA,8,NA,FALSE
"103","Ancient Greeks","Ancient Greeks in Ireland?",NA,"scientific article published in September 1962","http://www.wikidata.org/entity/Q47808996",FALSE,NA,FALSE,NA,1,NA,FALSE
"104","ancient religions","Ancient Religions",NA,"- 2007","http://www.wikidata.org/entity/Q54644969",FALSE,NA,FALSE,NA,1,NA,FALSE
"105","ancient religions","Ancient Religions, Modern Politics: The Islamic Case in Comparative Perspective. By Michael Cook",NA,NA,"http://www.wikidata.org/entity/Q56552726",FALSE,NA,FALSE,NA,1,NA,FALSE
"106","ancient religions","Egyptian mythology","Ancient religion in Egypt","Myths and practices of the Ancient Egyptians","http://www.wikidata.org/entity/Q205740",FALSE,NA,FALSE,NA,8,"Q205740",TRUE
"107","angular momentum","angular momentum",NA,"measure of the extent to which an object will continue to rotate in the absence of an applied torque","http://www.wikidata.org/entity/Q161254",TRUE,"Q161254",FALSE,NA,11,"Q161254",TRUE
"108","angular momentum","Angular Momentum",NA,"162nd strip of the webcomic xkcd","http://www.wikidata.org/entity/Q18612135",FALSE,NA,FALSE,NA,1,NA,FALSE
"109","angular momentum","Angular momentum operator",NA,"quantum mechanical operator related to rotational symmetry","http://www.wikidata.org/entity/Q1190143",FALSE,NA,FALSE,NA,1,NA,FALSE
"110","angular momentum","Angular momentum sum rules for x-ray absorption",NA,NA,"http://www.wikidata.org/entity/Q58168179",FALSE,NA,FALSE,NA,1,NA,FALSE
"111","angular momentum","Angular momentum transport in turbulent flow between independently rotating cylinders.",NA,"scientific article published on 10 January 2011","http://www.wikidata.org/entity/Q53433899",FALSE,NA,FALSE,NA,1,NA,FALSE
"112","angular momentum","Angular momentum synergies during walking.",NA,"scientific article published on 4 July 2009","http://www.wikidata.org/entity/Q48536318",FALSE,NA,FALSE,NA,1,NA,FALSE
"113","angular momentum","Angular momentum during unexpected multidirectional perturbations delivered while walking.",NA,"scientific article published on 21 January 2013","http://www.wikidata.org/entity/Q46173876",FALSE,NA,FALSE,NA,1,NA,FALSE
"114","angular momentum","Angular momentum-induced circular dichroism in non-chiral nanostructures.",NA,"scientific article published on 12 September 2014","http://www.wikidata.org/entity/Q54114830",FALSE,NA,FALSE,NA,1,NA,FALSE
"115","angular momentum","Angular momentum transport in stellar interiors constrained by rotational splittings of mixed modes in red giants",NA,"scientific article published in Astronomy and Astrophysics","http://www.wikidata.org/entity/Q58263358",FALSE,NA,FALSE,NA,1,NA,FALSE
"116","angular momentum","Angular Momentum of Continua",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q58980347",FALSE,NA,FALSE,NA,1,NA,FALSE
"117","Animal Care","animal care",NA,NA,"http://www.wikidata.org/entity/Q21012419",FALSE,NA,FALSE,NA,2,"Q21012419",TRUE
"118","Animal Care","Animal care best practices for regulatory testing.",NA,"scientific article","http://www.wikidata.org/entity/Q34975156",FALSE,NA,FALSE,NA,1,NA,FALSE
"119","Animal Care","Animal care practices in experiments on biological rhythms and sleep: report of the Joint Task Force of the Society for Research on Biological Rhythms and the Sleep Research Society.",NA,"scientific article published on July 2013","http://www.wikidata.org/entity/Q37052231",FALSE,NA,FALSE,NA,1,NA,FALSE
"120","Animal Care","Animal care and use committees: history and current policies in the United States",NA,"scientific article (publication date:  1987)","http://www.wikidata.org/entity/Q28201224",FALSE,NA,FALSE,NA,1,NA,FALSE
"121","Animal Care","Animal care and use issues in movement disorder research.",NA,"scientific article published in January 2007","http://www.wikidata.org/entity/Q50890705",FALSE,NA,FALSE,NA,1,NA,FALSE
"122","Animal Care","Animal care and use: an issue now and in the future.",NA,"scientific article","http://www.wikidata.org/entity/Q30424936",FALSE,NA,FALSE,NA,1,NA,FALSE
"123","Animal Care","Animal care practices in research on biological rhythms and sleep.",NA,"scientific article published in October 2013","http://www.wikidata.org/entity/Q44331735",FALSE,NA,FALSE,NA,1,NA,FALSE
"124","Animal Care","Animal Care/Basic care",NA,NA,"http://www.wikidata.org/entity/Q28194250",FALSE,NA,FALSE,NA,NA,NA,FALSE
"125","Animal Care","Animal Care/Dog",NA,NA,"http://www.wikidata.org/entity/Q28051760",FALSE,NA,FALSE,NA,NA,NA,FALSE
"126","Animal Care","Animal Care Committees: Role and Responsibilities.",NA,"scientific article","http://www.wikidata.org/entity/Q46320200",FALSE,NA,FALSE,NA,1,NA,FALSE
"127","animal forms","Animal forms; a second book of zoology",NA,"New York,D. Appleton and Company,1902. | Cornell University Library View Book","http://www.wikidata.org/entity/Q51440876",FALSE,NA,FALSE,NA,1,"Q51440876",TRUE
"128","animal forms","Animal forms; a text-book of zoology",NA,"New York :D. Appleton,1907, c1902. | University of California Libraries (archive.org) View Book","http://www.wikidata.org/entity/Q51428609",FALSE,NA,FALSE,NA,1,NA,FALSE
"129","animal forms","Animal Forms, Vejby Strand",NA,"painting by Ejler Bille","http://www.wikidata.org/entity/Q20276586",FALSE,NA,FALSE,NA,1,NA,FALSE
"130","animal forms","Animal forms; a second book of zoology",NA,"New York,D. Appleton and company,1902. | Library of Congress","http://www.wikidata.org/entity/Q51440874",FALSE,NA,FALSE,NA,1,NA,FALSE
"131","animal forms","Animal Forms: a Second Book of Zoology",NA,NA,"http://www.wikidata.org/entity/Q64304023",FALSE,NA,FALSE,NA,1,NA,FALSE
"132","animal forms","Animal Form (1956.106)",NA,"artwork in the Cleveland Museum of Art's collection","http://www.wikidata.org/entity/Q80025765",FALSE,NA,FALSE,NA,1,NA,FALSE
"133","animal models","animal model",NA,NA,"http://www.wikidata.org/entity/Q264024",TRUE,"Q264024",FALSE,NA,6,"Q264024",TRUE
"134","animal models","Animal models of human disease: zebrafish swim into view",NA,"scientific article (publication date:  May 2007)","http://www.wikidata.org/entity/Q29615723",FALSE,NA,FALSE,NA,1,NA,FALSE
"135","animal models","Animal models of neuropsychiatric disorders",NA,"scientific article (publication date:  October 2010)","http://www.wikidata.org/entity/Q29619899",FALSE,NA,FALSE,NA,1,NA,FALSE
"136","animal models","Animal models of acute lung injury",NA,"scientific article","http://www.wikidata.org/entity/Q34795312",FALSE,NA,FALSE,NA,1,NA,FALSE
"137","animal models","Animal models of pain: progress and challenges.",NA,"scientific article published on 04 March 2009","http://www.wikidata.org/entity/Q37405925",FALSE,NA,FALSE,NA,1,NA,FALSE
"138","animal models","Animal models of traumatic brain injury",NA,"scientific article","http://www.wikidata.org/entity/Q27025091",FALSE,NA,FALSE,NA,1,NA,FALSE
"139","animal models","Animal models of Alzheimer's disease and frontotemporal dementia.",NA,"scientific article published on July 2008","http://www.wikidata.org/entity/Q37196122",FALSE,NA,FALSE,NA,1,NA,FALSE
"140","animal models","Animal models of alcoholism: neurobiology of high alcohol-drinking behavior in rodents.",NA,"scientific article","http://www.wikidata.org/entity/Q33647150",FALSE,NA,FALSE,NA,1,NA,FALSE
"141","animal models","Animal models of pulmonary arterial hypertension: the hope for etiological discovery and pharmacological cure.",NA,"scientific article published on 11 September 2009","http://www.wikidata.org/entity/Q37596193",FALSE,NA,FALSE,NA,1,NA,FALSE
"142","animal models","Animal models of nociception.",NA,"scientific article","http://www.wikidata.org/entity/Q34104197",FALSE,NA,FALSE,NA,1,NA,FALSE
"143","animal models","Animal Models",NA,NA,"http://www.wikidata.org/entity/Q56880127",FALSE,NA,FALSE,NA,1,NA,FALSE
"144","animal models","Animal Models",NA,NA,"http://www.wikidata.org/entity/Q58808123",FALSE,NA,FALSE,NA,1,NA,FALSE
"145","animal models","Animal Models",NA,"article","http://www.wikidata.org/entity/Q58482645",FALSE,NA,FALSE,NA,1,NA,FALSE
"146","animal models","Animal models",NA,"scientific article published on 01 August 1981","http://www.wikidata.org/entity/Q70936600",FALSE,NA,FALSE,NA,1,NA,FALSE
"147","animal models","Animal models",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q58976344",FALSE,NA,FALSE,NA,1,NA,FALSE
"148","animal models","Animal models",NA,"scientific article published on 01 January 1994","http://www.wikidata.org/entity/Q61709827",FALSE,NA,FALSE,NA,1,NA,FALSE
"149","animal models","Animal models",NA,"scientific article published on 01 January 1997","http://www.wikidata.org/entity/Q71968644",FALSE,NA,FALSE,NA,1,NA,FALSE
"150","animal models","Animal Models",NA,NA,"http://www.wikidata.org/entity/Q56943822",FALSE,NA,FALSE,NA,1,NA,FALSE
